examId,questionId,category,suggestedImageHint,questionText
"deneme_sinavi_9","19","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Aşağıdakilerin hangisindeki araçlar park yerine uygun şekilde park edilmiştir?"
"deneme_sinavi_9","20","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Bir otobüs, eğimsiz iki yönlü dar yolda aksine işaret yoksa aşağıdakilerden hangisine geçiş kolaylığı sağlamalıdır?"
"deneme_sinavi_9","21","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_9","23","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre araç sürücüsü hangi şeritleri kullanabilir?"
"deneme_sinavi_9","25","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi yandan rüzgâr işaretidir?"
"deneme_sinavi_9","27","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre aşağıdakilerden hangisinin yapılması doğrudur?"
"deneme_sinavi_9","34","Trafik İşaretleri","İlgili trafik işaret/levha görseli","""Trafik kazalarında insan, araç, yol ve iklim koşulları etkili olmaktadır."" Buna göre aşağıdaki trafik işaretlerinden hangisi yol koşullarından kaynaklanan bir tehlike olabileceğini bildirir?"
"deneme_sinavi_10","8","İlk Yardım","İlgili görsel (işaret/şekil)","Aşağıdakilerden hangisi atardamar kanamasının özelliğidir?"
"deneme_sinavi_10","11","İlk Yardım","İlgili görsel (işaret/şekil)","Yetişkinlere yapılan dış kalp masajı uygulamasıyla ilgili verilenlerden hangisi doğrudur?"
"deneme_sinavi_10","14","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aksine bir işaret yoksa yerleşim yeri dışındaki bölünmüş kara yolunda, şekildeki 1 numaralı aracın azami (en yüksek) hızı saatte kaç kilometredir?"
"deneme_sinavi_10","18","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Kavşağa yaklaşan bir sürücü, trafik işaret ışığının aralıklarla kırmızı yanıp söndüğünü fark etmiştir. Bu durumda sürücü nasıl davranmalıdır?"
"deneme_sinavi_10","19","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Şekildeki tehlike uyarı işaretini gören sürücü aşağıdakilerden hangisini yapmalıdır?"
"deneme_sinavi_10","24","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Şekildeki trafik polisinin verdiği işarete göre numaralandırılmış araçlardan hangilerinin geçmesi doğrudur?"
"deneme_sinavi_10","26","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi yandan rüzgâr işaretidir?"
"deneme_sinavi_10","28","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Araçların durma ve duraklama halleri dışında, genelde uzun süreli olarak bekletilmek üzere bırakılmasına ne ad verilir?"
"deneme_sinavi_10","29","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_10","37","Motor ve Araç Tekniği","İlgili trafik işaret/levha görseli","Şekilde soru işareti (?) ile gösterilen kapaktan motora ne konulur?"
"deneme_sinavi_10","39","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Marşa basılıp motor çalıştığında, aracın gösterge panelinde bulunan aşağıdaki ikaz ışıklarından hangisinin sönmesi gerekir?"
"deneme_sinavi_10","40","Motor ve Araç Tekniği","Soruda atıf yapılan şekil/resim görseli","Şekilde gösterilen marş motorunun görevi nedir?"
"deneme_sinavi_11","1","İlk Yardım","Soruda atıf yapılan şekil/resim görseli","Resimde uygulaması gösterilen ve kazazedenin omuriliğine zarar verilmeden araçtan çıkarılmasında kullanılan tekniğe ne ad verilir?"
"deneme_sinavi_11","5","İlk Yardım","Soruda atıf yapılan şekil/resim görseli","Resimde görülen pozisyon, aşağıdaki durumların hangisinde uygulanır?"
"deneme_sinavi_11","6","İlk Yardım","İlgili görsel (işaret/şekil)","Kazazedede boyun travması yoksa, hava yolunu açmak için verilebilecek en uygun baş pozisyonu aşağıdakilerden hangisidir?"
"deneme_sinavi_11","13","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","I- Görülmelerinin engellenmesi II- Sorumlu kuruluşların eskiyenleri yenisi ile değiştirmesi III- Üzerlerine yazı yazılması, çizilmesi, kırılması, delinmesi, sökülmesi Trafik işaretleri ile ilgili olarak yukarıdaki davranışlardan hangilerinin yapılması yasaktır?"
"deneme_sinavi_11","15","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki kontrolsüz kavşakta ilk geçiş hakkını hangi araç kullanmalıdır?"
"deneme_sinavi_11","17","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki aracın bulunduğu kara yoluna ne ad verilir?"
"deneme_sinavi_11","21","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre 2 numaralı aracın sürücüsü ne yapmalıdır?"
"deneme_sinavi_11","22","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_11","23","Trafik ve Çevre Bilgisi","Dönel kavşak şeması/görseli","Dönel kavşaklardaki geriye dönüşlerde aşağıdakilerden hangisinin yapılması yasaktır?"
"deneme_sinavi_11","24","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdaki trafik işaretlerinden hangisi yükseklik anlamında gabari sınırlamasının olduğunu bildirir?"
"deneme_sinavi_11","25","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki devamlı yol çizgisi, sürücülere aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_11","28","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Bir kavşakta geçiş üstünlüğüne sahip aracın sesli ve ışıklı uyarısını alan sürücü nasıl hareket etmelidir?"
"deneme_sinavi_11","29","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre 2 numaralı aracın sürücüsü ne yapmalıdır?"
"deneme_sinavi_11","30","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre aşağıdakilerden hangisinin yapılması doğrudur?"
"deneme_sinavi_11","32","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aşağıdaki yer işaretlemelerinden hangisi bölünmüş yol başlangıcı anlamındadır?"
"deneme_sinavi_11","35","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki kavşakta; ileriye yeşil, sola kırmızı ve sağa yeşil oklu ışık yanmaktadır. Buna göre hangi numaralı şeritteki araçlar yollarına devam edebilir?"
"deneme_sinavi_11","43","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Aracın gösterge panelinde şekildeki uyarı lambasının yanıyor olması neyi bildirir?"
"deneme_sinavi_12","3","İlk Yardım","İlgili görsel (işaret/şekil)","Öksüren, nefes alabilen ve tıkandığını ifade edebilen bir kazazedeye aşağıdaki ilk yardım uygulamalarından hangisi yapılır?"
"deneme_sinavi_12","4","İlk Yardım","İlgili görsel (işaret/şekil)","Aşağıdakilerden hangisi, bebeklere yapılan suni solunum uygulamasında dikkat edilecek kurallardandır?"
"deneme_sinavi_12","6","İlk Yardım","Soruda atıf yapılan şekil/resim görseli","Resimde görülen manevra, hangi amaçla uygulanır?"
"deneme_sinavi_12","14","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","B sınıfı sürücü belgesine sahip olan Mehmet, A2 sınıfı sürücü belgesi almak için başvuru yapıyor. Bu durumda Mehmet, aşağıda resimleri verilen araçlardan hangisini kullanmak istemektedir?"
"deneme_sinavi_12","16","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdaki trafik işaretlerinden hangisi yolda gizli buzlanma olabileceğini bildirir?"
"deneme_sinavi_12","17","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aksine bir işaret yoksa şekildeki aracın yerleşim yeri içindeki azami hızı saatte kaç kilometredir?"
"deneme_sinavi_12","18","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Taşıt yolu üzerine çizilen şekildeki yatay işaretlemenin anlamı nedir?"
"deneme_sinavi_12","21","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisine yaklaşıldığını bildirir?"
"deneme_sinavi_12","23","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Şekildeki trafik işaretini gören sürücünün aşağıdakilerden hangisini yapması doğrudur?"
"deneme_sinavi_12","24","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki aracın bulunduğu kara yoluna ne ad verilir?"
"deneme_sinavi_12","25","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti neyi bildirir?"
"deneme_sinavi_12","27","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik tanzim işareti, kamyona hangi anlamda gabari sınırlaması getirmektedir?"
"deneme_sinavi_12","28","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Araç sürücüleri, taşıt yolunun dar olduğu yerlerdeki karşılaşmalarda, aksini gösteren bir trafik işareti yoksa aşağıdakilerden hangisine geçiş hakkı vermek suretiyle geçiş kolaylığı sağlamak zorundadır?"
"deneme_sinavi_12","30","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aksine bir işaret yoksa dönüş yaparak doğrultu değiştirecek olan araç sürücülerinin aşağıdakilerden hangisini yapması zorunludur?"
"deneme_sinavi_12","31","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki gibi devamlı çizgi bulunan kara yolu için aşağıdakilerden hangisi söylenemez?"
"deneme_sinavi_12","33","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Trafikte bulunanları uyarmak için, şekildeki aracın arkasında yanmakta olan geri vites lambalarının rengi aşağıdakilerden hangisidir?"
"deneme_sinavi_12","35","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Aşağıdakilerden hangisi geçiş üstünlüğüne sahip araçların sürülmesine ilişkin esaslardan biri değildir?"
"deneme_sinavi_13","1","Trafik Adabı","İlgili görsel (işaret/şekil)","Bazı sürücülerin, trafik kurallarına uymamasının en önemli sebebi aşağıdakilerden hangisidir?"
"deneme_sinavi_13","8","İlk Yardım","Soruda atıf yapılan şekil/resim görseli","Yetişkinlere ve bebeklere yapılan temel yaşam desteği uygulamasında, göğüs kemiği kaç cm aşağı inecek şekilde kalp basısı uygulanır? Yetişkin -------- Bebek"
"deneme_sinavi_13","14","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisine yaklaşıldığını bildirir?"
"deneme_sinavi_13","15","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre, 1 numaralı aracın sürücüsü aşağıdakilerden hangisini yapmalıdır?"
"deneme_sinavi_13","16","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Okul taşıtının arkasındaki DUR ışıklı işaretinin yandığını gören arkadan gelen sürücü nasıl hareket etmelidir?"
"deneme_sinavi_13","17","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_13","18","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Taşıt yolu üzerine çizilen şekildeki yatay işaretlemenin anlamı nedir?"
"deneme_sinavi_13","19","Trafik ve Çevre Bilgisi","Dönel kavşak şeması/görseli","Şekildeki aracın sürücüsü, dönel kavşaktan geriye dönüş yapmak için hangi şeridi izlemelidir?"
"deneme_sinavi_13","22","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aksine bir işaret bulunmadıkça, otoyolda otomobiller için azami hız saatte kaç kilometredir?"
"deneme_sinavi_13","23","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki araç sürücüsü, kamu hizmeti yapan yolcu taşıtı durağının en az kaç metre mesafe dışına aracını park edebilir?"
"deneme_sinavi_13","24","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_13","26","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi ""köprü yaklaşımı"" levhasıdır?"
"deneme_sinavi_13","27","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","I- Yer işaretlemeleri II- Trafik işaret levhaları III- Işıklı ve sesli trafik işaretleri Belediyeler, yapım ve bakımından sorumlu oldukları kara yollarında, trafiği düzenleme amacı ile yukarıdakilerden hangilerini temin ve tesis etmekle görevlidir?"
"deneme_sinavi_13","28","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","""Kırmızı ışıklı trafik işaretinde veya yetkili memurun dur işaretinde geçme"" trafik kazalarında - - - - sayılan hâllerdendir. Verilen ifadede boş bırakılan yere aşağıdakilerden hangisi yazılmalıdır?"
"deneme_sinavi_13","29","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi kontrolsüz kavşak trafik işaretidir?"
"deneme_sinavi_13","31","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdaki trafik işaretlerinden hangisi tali yolda bulunur?"
"deneme_sinavi_13","32","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre hangi numaralı araçların, bulundukları şeridi sürekli olarak işgal etmeleri yasaktır?"
"deneme_sinavi_13","33","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi tehlikeli viraj yön levhasıdır?"
"deneme_sinavi_13","40","Motor ve Araç Tekniği","Soruda atıf yapılan şekil/resim görseli","Direksiyon döndürme kuvvetini azaltarak sürücüye daha kolay bir şekilde aracı yönlendirme imkânı veren sistem aşağıdakilerden hangisidir?"
"deneme_sinavi_13","41","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Resimde görülen seyir hâlindeki aracın arkasındaki kırmızı lambaların aniden yanması, trafikteki diğer sürücülere aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_13","43","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Marşa basılıp motor çalıştığında, aracın gösterge panelinde bulunan aşağıdaki ikaz ışıklarından hangisinin sönmesi gerekir?"
"deneme_sinavi_14","9","İlk Yardım","Soruda atıf yapılan şekil/resim görseli","Şekildeki gibi cisim batması durumunda ilk yardım olarak aşağıdaki uygulamalardan hangisinin yapılması doğrudur?"
"deneme_sinavi_14","13","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi kasisli yol işaretidir?"
"deneme_sinavi_14","15","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki kazada hangi numaralı araç sürücüsü asli kusurlu sayılır?"
"deneme_sinavi_14","16","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Şekle göre hangi numaralı aracın sürücüsü hatalı davranmıştır?"
"deneme_sinavi_14","17","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi, tüm kara yollarındaki işaretleme standartlarının tespiti, yayınlanması ve kontrolü ile görevlidir?"
"deneme_sinavi_14","18","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aksine bir işaret yoksa, otomobillerin yerleşim yeri dışındaki şehirler arası çift yönlü kara yollarında azami hızı saatte kaç kilometredir?"
"deneme_sinavi_14","21","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","1. Işıklı trafik işaret cihazı 2. Trafik levhası ve yer işaretlemeleri 3. Trafik görevlisi Yukarıda verilenlerin bir kavşakta bulunması hâlinde, sürücülerin bunlara uymadaki öncelik sıralaması nasıl olmalıdır?"
"deneme_sinavi_14","23","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisine yaklaşıldığını bildirir?"
"deneme_sinavi_14","25","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Trafik işaretleri ile ilgili olarak aşağıdaki davranışlardan hangilerinin yapılması yasaktır?"
"deneme_sinavi_14","26","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","İşaret levhalarıyla ilgili aşağıdaki davranışlardan hangisi trafiği tehlikeye düşürmez?"
"deneme_sinavi_14","27","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki gibi sola dönüş yapacak olan sürücü, aşağıdakilerden hangilerini yapmalıdır? I- Sola dönüş lambasını yakmalı II- Hızını azaltmalı III- Geniş bir kavisle dönmeli"
"deneme_sinavi_14","28","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdaki trafik işaretlerinden hangisinin bulunduğu yola motosiklet girebilir?"
"deneme_sinavi_14","31","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki taşıt yolu üzerinde bulunan yazı neyi bildirmektedir?"
"deneme_sinavi_14","32","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Geceleri kara yolunda seyrederken, resimde görüldüğü gibi karşı yönden gelen araç sürücülerinin ve kara yolunu kullanan diğer kişilerin gözlerini kamaştırmamak için uzağı gösteren ışıkların yerine hangisi yakılmalıdır?"
"deneme_sinavi_14","33","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki araç sürücüsü kavşaktan sağa dönerek seyrini sürdürmek istiyor. Bu sürücünün aşağıdakilerden hangisini yapması yanlıştır?"
"deneme_sinavi_14","35","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki kavşakta karşılaşan araçların geçiş hakkı sıralaması nasıl olmalıdır?"
"deneme_sinavi_14","37","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Aracın gösterge panelinde aşağıdaki ikaz ışıklarından hangisinin yanıyor olması, arka cam rezistansının çalışmakta olduğunu bildirir?"
"deneme_sinavi_14","42","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Aracın gösterge panelinde bulunan şekildeki gösterge, sürücüye neyi bildirir?"
"deneme_sinavi_14","43","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Dizel motorlu aracın gösterge panelinde aşağıdaki ikaz ışıklarından hangisinin yanıyor olması, ısıtma bujilerinin çalışmakta olduğunu bildirir?"
"deneme_sinavi_15","13","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdakilerden hangisi kontrolsüz kavşak trafik işaretidir?"
"deneme_sinavi_15","17","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Aksine bir durum yoksa, şekildeki gibi ışıklı trafik işaret cihazında kırmızı ışığın yandığını gören sürücü ne yapmalıdır?"
"deneme_sinavi_15","19","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Şekildeki gibi dönel kavşağa gelen 1 numaralı aracın sürücüsü ne yapmalıdır?"
"deneme_sinavi_15","21","Trafik ve Çevre Bilgisi","Soruda atıf yapılan şekil/resim görseli","Aksine bir durum yoksa, şekildeki motosiklet sürücüsü 60 km/saat hızla seyrederken önündeki araca en fazla kaç metre yaklaşabilir?"
"deneme_sinavi_15","22","Trafik ve Çevre Bilgisi","Yol üzeri yatay işaretleme (ör. yaya geçidi, taralı alan) görseli","Taşıt yolu üzerine çizilen şekildeki çizgilerin anlamı nedir?"
"deneme_sinavi_15","28","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti aşağıdakilerden hangisini bildirir?"
"deneme_sinavi_15","30","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdaki trafik işaretlerinden hangisinin bulunduğu yola motosiklet girebilir?"
"deneme_sinavi_15","32","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Aşağıdaki trafik işaretlerinden hangisi uzunluk anlamında gabari sınırlamasının olduğunu bildirir?"
"deneme_sinavi_15","33","Trafik İşaretleri","İlgili trafik işaret/levha görseli","Şekildeki trafik işareti neyi yasaklar?"
"deneme_sinavi_15","34","Trafik ve Çevre Bilgisi","İlgili trafik işaret/levha görseli","Şekildeki trafik görevlisinin yapmış olduğu işaretin anlamı nedir?"
"deneme_sinavi_15","35","Trafik ve Çevre Bilgisi","İlgili görsel (işaret/şekil)","Aşağıdakilerden hangisi trafik kazalarının en önemli sebebidir?"
"deneme_sinavi_15","39","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Aracın gösterge panelinde aşağıdaki ikaz ışıklarından hangisinin yanıyor olması, şarj sisteminin çalışmadığını gösterir?"
"deneme_sinavi_15","42","Motor ve Araç Tekniği","Soruda atıf yapılan şekil/resim görseli","Araçların güvenli bir şekilde yavaşlamasını, durmasını ve sabitlenmesini sağlayan sistem aşağıdakilerden hangisidir?"
"deneme_sinavi_15","43","Motor ve Araç Tekniği","Araç gösterge paneli simgesi/ikaz ışığı görseli","Aracın gösterge panelinde bulunan şekildeki gösterge sürücüye neyi bildirir?"
"deneme_sinavi_15","48","Trafik Adabı","İlgili görsel (işaret/şekil)","Aşağıdakilerden hangisi, trafik denetim görevlileriyle iletişim kuran sürücünün trafik adabı açısından özen göstermesi gereken davranışlardandır?"
